comune_istat_x;comune_cat_x;comune_amm_x;comune_descrizione_x;fascia_x;zona;linkzona;cod_tip;descr_tipologia;stato;stato_prev_x;compr_min;compr_max;loc_min;loc_max;sup_nl_loc;semestre;comune_istat_y;comune_cat_y;comune_amm_y;comune_descrizione_y;fascia_y;zona_descr;cod_tip_prev;descr_tip_prev;stato_prev_y;microzona
5023094.0;D6EN;L869;VIGASIO;B;B1;VR00000320;1.0;Ville e Villini;NORMALE;P;1350.0;2000.0;0.0;0.0;L;20231.0;5023094.0;D6EN;L869;VIGASIO;B;'CAPOLUOGO, FRAZIONI DI FORETTE E CROCETTA, COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';20.0;Abitazioni civili;N;1.0
5023094.0;D6EN;L869;VIGASIO;B;B1;VR00000320;6.0;Uffici;NORMALE;P;870.0;980.0;0.0;0.0;L;20231.0;5023094.0;D6EN;L869;VIGASIO;B;'CAPOLUOGO, FRAZIONI DI FORETTE E CROCETTA, COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';20.0;Abitazioni civili;N;1.0
5023094.0;D6EN;L869;VIGASIO;B;B1;VR00000320;7.0;Capannoni tipici;NORMALE;P;375.0;425.0;0.0;0.0;L;20231.0;5023094.0;D6EN;L869;VIGASIO;B;'CAPOLUOGO, FRAZIONI DI FORETTE E CROCETTA, COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';20.0;Abitazioni civili;N;1.0
5023094.0;D6EN;L869;VIGASIO;R;R1;VR00001037;20.0;Abitazioni civili;NORMALE;P;850.0;1250.0;0.0;0.0;L;20231.0;5023094.0;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA, PREVALENTEMENTE DI TIPO RURALE';0.0;Non presente; ;0.0
5023094.0;D6EN;L869;VIGASIO;R;R1;VR00001037;1.0;Ville e Villini;NORMALE;P;1150.0;1350.0;0.0;0.0; ;20231.0;5023094.0;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA, PREVALENTEMENTE DI TIPO RURALE';0.0;Non presente; ;0.0
5023094.0;D6EN;L869;VIGASIO;R;R1;VR00001037;7.0;Capannoni tipici;NORMALE;P;300.0;425.0;0.0;0.0; ;20231.0;5023094.0;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA, PREVALENTEMENTE DI TIPO RURALE';0.0;Non presente; ;0.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;20.0;Abitazioni civili;NORMALE;P;570.0;850.0;0.0;0.0;L;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO, FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';20.0;Abitazioni civili;N;1.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;1.0;Ville e Villini;NORMALE;P;830.0;970.0;0.0;0.0;L;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO, FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';20.0;Abitazioni civili;N;1.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;5.0;Negozi;NORMALE;P;1000.0;1250.0;0.0;0.0; ;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO, FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';20.0;Abitazioni civili;N;1.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;6.0;Uffici;NORMALE;P;670.0;870.0;0.0;0.0; ;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO, FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';20.0;Abitazioni civili;N;1.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;7.0;Capannoni tipici;OTTIMO;P;355.0;450.0;0.0;0.0; ;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO, FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';20.0;Abitazioni civili;N;1.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;R;R1;VR00001056;20.0;Abitazioni civili;NORMALE;P;550.0;810.0;0.0;0.0;L;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA, PREVALENTEMENTE DI TIPO RURALE';0.0;Non presente; ;0.0
5023095.0;D6EP;L912;VILLA BARTOLOMEA;R;R1;VR00001056;1.0;Ville e Villini;NORMALE;P;660.0;970.0;0.0;0.0; ;20231.0;5023095.0;D6EP;L912;VILLA BARTOLOMEA;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA, PREVALENTEMENTE DI TIPO RURALE';0.0;Non presente; ;0.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;20.0;Abitazioni civili;NORMALE;P;1300.0;1950.0;6.0;10.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;20.0;Abitazioni civili;OTTIMO; ;2050.0;2600.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;21.0;Abitazioni di tipo economico;NORMALE;P;1150.0;1650.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;1.0;Ville e Villini;NORMALE;P;1650.0;2300.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;5.0;Negozi;NORMALE;P;1600.0;2500.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;6.0;Uffici;NORMALE;P;1300.0;1700.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE, VIA GARIBALDI E VIA PACE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;20.0;Abitazioni civili;NORMALE;P;1150.0;1650.0;4.6;5.8;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;21.0;Abitazioni di tipo economico;NORMALE;P;1000.0;1450.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;1.0;Ville e Villini;NORMALE;P;1450.0;2000.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;5.0;Negozi;NORMALE;P;1250.0;1800.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;6.0;Uffici;NORMALE;P;1050.0;1450.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;20.0;Abitazioni civili;NORMALE;P;1000.0;1450.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI, ROSEGAFERRO, VOLPARE E PIZZOLETTA';20.0;Abitazioni civili;N;2.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;21.0;Abitazioni di tipo economico;NORMALE;P;840.0;1250.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI, ROSEGAFERRO, VOLPARE E PIZZOLETTA';20.0;Abitazioni civili;N;2.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;1.0;Ville e Villini;NORMALE;P;1150.0;1650.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI, ROSEGAFERRO, VOLPARE E PIZZOLETTA';20.0;Abitazioni civili;N;2.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;5.0;Negozi;NORMALE;P;1050.0;1550.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI, ROSEGAFERRO, VOLPARE E PIZZOLETTA';20.0;Abitazioni civili;N;2.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;6.0;Uffici;NORMALE;P;860.0;1150.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI, ROSEGAFERRO, VOLPARE E PIZZOLETTA';20.0;Abitazioni civili;N;2.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;20.0;Abitazioni civili;NORMALE;P;1150.0;1650.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;21.0;Abitazioni di tipo economico;NORMALE;P;870.0;1250.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;1.0;Ville e Villini;NORMALE;P;1450.0;1950.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;5.0;Negozi;NORMALE;P;1050.0;1600.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;6.0;Uffici;NORMALE;P;1200.0;1800.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;7.0;Capannoni tipici;OTTIMO;P;580.0;850.0;3.4;4.2;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO, CALURI, CALZONI, DOSDEGA, ALPO E RIZZA';20.0;Abitazioni civili;N;5.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;20.0;Abitazioni civili;NORMALE;P;830.0;1150.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';0.0;Non presente; ;0.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;1.0;Ville e Villini;NORMALE;P;1000.0;1450.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';0.0;Non presente; ;0.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;5.0;Negozi;NORMALE;P;860.0;1250.0;0.0;0.0;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';0.0;Non presente; ;0.0
5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;7.0;Capannoni tipici;OTTIMO;P;485.0;620.0;2.3;3.2;L;20231.0;5023096.0;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';0.0;Non presente; ;0.0
5023097.0;D6ER;M172;ZEVIO;B;B1;VR00000337;20.0;Abitazioni civili;NORMALE;P;1000.0;1500.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;B;'CAPOLUOGO, FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';20.0;Abitazioni civili;N;2.0
5023097.0;D6ER;M172;ZEVIO;B;B1;VR00000337;21.0;Abitazioni di tipo economico;NORMALE;P;990.0;1400.0;3.9;4.7;L;20231.0;5023097.0;D6ER;M172;ZEVIO;B;'CAPOLUOGO, FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';20.0;Abitazioni civili;N;2.0
5023097.0;D6ER;M172;ZEVIO;B;B1;VR00000337;1.0;Ville e Villini;NORMALE;P;1500.0;2050.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;B;'CAPOLUOGO, FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';20.0;Abitazioni civili;N;2.0
5023097.0;D6ER;M172;ZEVIO;B;B1;VR00000337;5.0;Negozi;NORMALE;P;1200.0;1500.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;B;'CAPOLUOGO, FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';20.0;Abitazioni civili;N;2.0
5023097.0;D6ER;M172;ZEVIO;B;B1;VR00000337;6.0;Uffici;NORMALE;P;880.0;1050.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;B;'CAPOLUOGO, FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';20.0;Abitazioni civili;N;2.0
5023097.0;D6ER;M172;ZEVIO;D;D1;VR00000338;20.0;Abitazioni civili;NORMALE;P;960.0;1400.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023097.0;D6ER;M172;ZEVIO;D;D1;VR00000338;1.0;Ville e Villini;NORMALE;P;1400.0;1650.0;0.0;0.0; ;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023097.0;D6ER;M172;ZEVIO;D;D1;VR00000338;7.0;Capannoni tipici;OTTIMO;P;530.0;620.0;3.3;3.9;L;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';20.0;Abitazioni civili;N;3.0
5023097.0;D6ER;M172;ZEVIO;D;D5;VR00001288;20.0;Abitazioni civili;NORMALE;P;800.0;1200.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON,BOSCO,PERZACCO, E TERRITORIO A SCARSA DENSITA` EDILIZIA';20.0;Abitazioni civili;N;0.0
5023097.0;D6ER;M172;ZEVIO;D;D5;VR00001288;1.0;Ville e Villini;NORMALE;P;1200.0;1500.0;0.0;0.0; ;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON,BOSCO,PERZACCO, E TERRITORIO A SCARSA DENSITA` EDILIZIA';20.0;Abitazioni civili;N;0.0
5023097.0;D6ER;M172;ZEVIO;D;D5;VR00001288;7.0;Capannoni tipici;NORMALE;P;355.0;410.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON,BOSCO,PERZACCO, E TERRITORIO A SCARSA DENSITA` EDILIZIA';20.0;Abitazioni civili;N;0.0
5023097.0;D6ER;M172;ZEVIO;R;R1;VR00001287;20.0;Abitazioni civili;NORMALE;P;800.0;1200.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A NORD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';0.0;Non presente; ;0.0
5023097.0;D6ER;M172;ZEVIO;R;R1;VR00001287;1.0;Ville e Villini;NORMALE;P;1200.0;1500.0;0.0;0.0; ;20231.0;5023097.0;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A NORD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';0.0;Non presente; ;0.0
5023097.0;D6ER;M172;ZEVIO;R;R2;VR00001289;20.0;Abitazioni civili;NORMALE;P;800.0;1200.0;0.0;0.0;L;20231.0;5023097.0;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A SUD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';0.0;Non presente; ;0.0
5023097.0;D6ER;M172;ZEVIO;R;R2;VR00001289;1.0;Ville e Villini;NORMALE;P;1200.0;1500.0;0.0;0.0; ;20231.0;5023097.0;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A SUD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';0.0;Non presente; ;0.0
5023098.0;D6ES;M178;ZIMELLA;B;B1;VR00000340;20.0;Abitazioni civili;NORMALE;P;570.0;850.0;0.0;0.0;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO, BONALDO, VOLPINO E LIMITROFI';20.0;Abitazioni civili;N;1.0
5023098.0;D6ES;M178;ZIMELLA;B;B1;VR00000340;1.0;Ville e Villini;NORMALE;P;740.0;1100.0;0.0;0.0;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO, BONALDO, VOLPINO E LIMITROFI';20.0;Abitazioni civili;N;1.0
5023098.0;D6ES;M178;ZIMELLA;B;B1;VR00000340;5.0;Negozi;NORMALE;P;1000.0;1250.0;0.0;0.0; ;20231.0;5023098.0;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO, BONALDO, VOLPINO E LIMITROFI';20.0;Abitazioni civili;N;1.0
5023098.0;D6ES;M178;ZIMELLA;B;B1;VR00000340;6.0;Uffici;NORMALE;P;670.0;870.0;0.0;0.0; ;20231.0;5023098.0;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO, BONALDO, VOLPINO E LIMITROFI';20.0;Abitazioni civili;N;1.0
5023098.0;D6ES;M178;ZIMELLA;B;B1;VR00000340;7.0;Capannoni tipici;SCADENTE;P;300.0;405.0;0.0;0.0; ;20231.0;5023098.0;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO, BONALDO, VOLPINO E LIMITROFI';20.0;Abitazioni civili;N;1.0
5023098.0;D6ES;M178;ZIMELLA;E;E1;VR00001057;20.0;Abitazioni civili;NORMALE;P;570.0;850.0;0.0;0.0;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';20.0;Abitazioni civili;N;0.0
5023098.0;D6ES;M178;ZIMELLA;E;E1;VR00001057;1.0;Ville e Villini;NORMALE;P;740.0;1100.0;0.0;0.0;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';20.0;Abitazioni civili;N;0.0
5023098.0;D6ES;M178;ZIMELLA;E;E1;VR00001057;5.0;Negozi;NORMALE;P;1000.0;1250.0;0.0;0.0; ;20231.0;5023098.0;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';20.0;Abitazioni civili;N;0.0
5023098.0;D6ES;M178;ZIMELLA;E;E1;VR00001057;6.0;Uffici;NORMALE;P;670.0;870.0;0.0;0.0; ;20231.0;5023098.0;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';20.0;Abitazioni civili;N;0.0
5023098.0;D6ES;M178;ZIMELLA;E;E1;VR00001057;7.0;Capannoni tipici;OTTIMO;P;375.0;530.0;2.0;2.8;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';20.0;Abitazioni civili;N;0.0
5023098.0;D6ES;M178;ZIMELLA;R;R1;VR00001058;7.0;Capannoni tipici;OTTIMO;P;375.0;530.0;2.0;2.8;L;20231.0;5023098.0;D6ES;M178;ZIMELLA;R;'TERRITORIO COMUNALE A SCARSA DENSITA` EDILIZIA E A PREVALENTE DESTINAZIONE RURALE';0.0;Non presente; ;0.0
5023091.0;D6AA;L781;VERONA;B;B2;VR00000844;20.0;Abitazioni civili;NORMALE;P;2900.0;4000.0;10.5;14.5;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'CENTRO STORICO, S.STEFANO, S.MARIA ROCCA MAGGIORE, LUNGADIGE PORTA VITTORIA';20.0;Abitazioni civili;N;1.0
5023091.0;D6AA;L781;VERONA;B;B2;VR00000844;20.0;Abitazioni civili;OTTIMO; ;4000.0;5600.0;0.0;0.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'CENTRO STORICO, S.STEFANO, S.MARIA ROCCA MAGGIORE, LUNGADIGE PORTA VITTORIA';20.0;Abitazioni civili;N;1.0
5023091.0;D6AA;L781;VERONA;B;B2;VR00000844;21.0;Abitazioni di tipo economico;NORMALE;P;2300.0;3300.0;0.0;0.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'CENTRO STORICO, S.STEFANO, S.MARIA ROCCA MAGGIORE, LUNGADIGE PORTA VITTORIA';20.0;Abitazioni civili;N;1.0
5023091.0;D6AA;L781;VERONA;B;B2;VR00000844;5.0;Negozi;NORMALE;P;2600.0;5200.0;25.0;45.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'CENTRO STORICO, S.STEFANO, S.MARIA ROCCA MAGGIORE, LUNGADIGE PORTA VITTORIA';20.0;Abitazioni civili;N;1.0
5023091.0;D6AA;L781;VERONA;B;B2;VR00000844;6.0;Uffici;NORMALE;P;1950.0;2900.0;7.0;10.5;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'CENTRO STORICO, S.STEFANO, S.MARIA ROCCA MAGGIORE, LUNGADIGE PORTA VITTORIA';20.0;Abitazioni civili;N;1.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;20.0;Abitazioni civili;NORMALE;P;2000.0;2700.0;7.5;10.5;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;21.0;Abitazioni di tipo economico;NORMALE;P;1650.0;2150.0;7.5;9.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;13.0;Box;NORMALE;P;1600.0;2200.0;0.0;0.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;1.0;Ville e Villini;NORMALE;P;2550.0;3800.0;0.0;0.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;5.0;Negozi;NORMALE;P;1400.0;2800.0;9.5;19.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B5;VR00000839;6.0;Uffici;NORMALE;P;1500.0;2250.0;7.0;10.0;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'B.GO TRENTO, PINDEMONTE, VALDONEGA';20.0;Abitazioni civili;N;2.0
5023091.0;D6AA;L781;VERONA;B;B6;VR00001296;20.0;Abitazioni civili;NORMALE;P;1900.0;2600.0;9.0;12.5;L;20232.0;5023091.0;D6AA;L781;VERONA;B;'VERONETTA';20.0;Abitazioni civili;N;0.0
