comune_istat_val;comune_cat_val;comune_amm_val;comune_descrizione_val;fascia_val;zona_val;linkzona;cod_tip;descr_tipologia;stato;stato_prev_val;compr_min;compr_max;loc_min;loc_max;sup_nl_loc;semestre;comune_istat_zone;comune_cat_zone;comune_amm_zone;comune_descrizione_zone;fascia_zone;zona_descr;zona_zone;cod_tip_prev;descr_tip_prev;stato_prev_zone;microzona
5023093;D6EM;L810;VESTENANOVA;B;B1;VR00000317;6;Uffici;NORMALE;P;840;1000;0;0; ;2023_2;5023093;D6EM;L810;VESTENANOVA;B;'CAPOLUOGO. ABITATO DI VESTENAVECCHIA. FRAZIONE DI BOLCA E ZONE LIMITROFE EDIFICATE';B1;20;Abitazioni civili;N;1.0
5023093;D6EM;L810;VESTENANOVA;B;B1;VR00000317;7;Capannoni tipici;OTTIMO;P;375;530;0;0; ;2023_2;5023093;D6EM;L810;VESTENANOVA;B;'CAPOLUOGO. ABITATO DI VESTENAVECCHIA. FRAZIONE DI BOLCA E ZONE LIMITROFE EDIFICATE';B1;20;Abitazioni civili;N;1.0
5023093;D6EM;L810;VESTENANOVA;R;R1;VR00001277;20;Abitazioni civili;NORMALE;P;590;880;nan;nan;nan;2023_2;5023093;D6EM;L810;VESTENANOVA;R;'TERRITORIO A SCARSA DENSITA EDILIZIA E CONTRADE DEGRADATE';R1;0;Non presente; ;0.0
5023093;D6EM;L810;VESTENANOVA;R;R1;VR00001277;1;Ville e Villini;NORMALE;P;880;1100;0;0; ;2023_2;5023093;D6EM;L810;VESTENANOVA;R;'TERRITORIO A SCARSA DENSITA EDILIZIA E CONTRADE DEGRADATE';R1;0;Non presente; ;0.0
5023093;D6EM;L810;VESTENANOVA;R;R1;VR00001277;5;Negozi;NORMALE;P;840;1100;0;0; ;2023_2;5023093;D6EM;L810;VESTENANOVA;R;'TERRITORIO A SCARSA DENSITA EDILIZIA E CONTRADE DEGRADATE';R1;0;Non presente; ;0.0
5023093;D6EM;L810;VESTENANOVA;R;R1;VR00001277;6;Uffici;NORMALE;P;720;840;0;0; ;2023_2;5023093;D6EM;L810;VESTENANOVA;R;'TERRITORIO A SCARSA DENSITA EDILIZIA E CONTRADE DEGRADATE';R1;0;Non presente; ;0.0
5023094;D6EN;L869;VIGASIO;B;B1;VR00000320;20;Abitazioni civili;NORMALE;P;980;1400;nan;nan;nan;2023_2;5023094;D6EN;L869;VIGASIO;B;'CAPOLUOGO. FRAZIONI DI FORETTE E CROCETTA. COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';B1;20;Abitazioni civili;N;1.0
5023094;D6EN;L869;VIGASIO;B;B1;VR00000320;1;Ville e Villini;NORMALE;P;1400;2100;nan;nan;nan;2023_2;5023094;D6EN;L869;VIGASIO;B;'CAPOLUOGO. FRAZIONI DI FORETTE E CROCETTA. COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';B1;20;Abitazioni civili;N;1.0
5023094;D6EN;L869;VIGASIO;B;B1;VR00000320;6;Uffici;NORMALE;P;870;980;nan;nan;nan;2023_2;5023094;D6EN;L869;VIGASIO;B;'CAPOLUOGO. FRAZIONI DI FORETTE E CROCETTA. COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';B1;20;Abitazioni civili;N;1.0
5023094;D6EN;L869;VIGASIO;B;B1;VR00000320;7;Capannoni tipici;NORMALE;P;375;425;nan;nan;nan;2023_2;5023094;D6EN;L869;VIGASIO;B;'CAPOLUOGO. FRAZIONI DI FORETTE E CROCETTA. COMPARTI EDIFICATI LIMITROFI E ZONA ARTIGIANALE';B1;20;Abitazioni civili;N;1.0
5023094;D6EN;L869;VIGASIO;R;R1;VR00001037;20;Abitazioni civili;NORMALE;P;890;1300;nan;nan;nan;2023_2;5023094;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA. PREVALENTEMENTE DI TIPO RURALE';R1;0;Non presente; ;0.0
5023094;D6EN;L869;VIGASIO;R;R1;VR00001037;1;Ville e Villini;NORMALE;P;1200;1400;0;0; ;2023_2;5023094;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA. PREVALENTEMENTE DI TIPO RURALE';R1;0;Non presente; ;0.0
5023094;D6EN;L869;VIGASIO;R;R1;VR00001037;7;Capannoni tipici;NORMALE;P;300;425;0;0; ;2023_2;5023094;D6EN;L869;VIGASIO;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA. PREVALENTEMENTE DI TIPO RURALE';R1;0;Non presente; ;0.0
5023095;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;20;Abitazioni civili;NORMALE;P;570;850;nan;nan;nan;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO. FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';B1;20;Abitazioni civili;N;1.0
5023095;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;1;Ville e Villini;NORMALE;P;830;970;nan;nan;nan;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO. FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';B1;20;Abitazioni civili;N;1.0
5023095;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;5;Negozi;NORMALE;P;1000;1250;0;0; ;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO. FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';B1;20;Abitazioni civili;N;1.0
5023095;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;6;Uffici;NORMALE;P;670;870;0;0; ;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO. FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';B1;20;Abitazioni civili;N;1.0
5023095;D6EP;L912;VILLA BARTOLOMEA;B;B1;VR00000323;7;Capannoni tipici;OTTIMO;P;355;450;0;0; ;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;B;'CAPOLUOGO. FRAZ.DI SPINIMBECCO-CARPI E COMPARTI EDIFICATI LIMITROFI E LUNGO LA SS RODIGINA';B1;20;Abitazioni civili;N;1.0
5023095;D6EP;L912;VILLA BARTOLOMEA;R;R1;VR00001056;20;Abitazioni civili;NORMALE;P;550;810;nan;nan;nan;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA. PREVALENTEMENTE DI TIPO RURALE';R1;0;Non presente; ;0.0
5023095;D6EP;L912;VILLA BARTOLOMEA;R;R1;VR00001056;1;Ville e Villini;NORMALE;P;660;970;0;0; ;2023_2;5023095;D6EP;L912;VILLA BARTOLOMEA;R;'TERRITORIO A SCARSA DENSITA` EDILIZIA. PREVALENTEMENTE DI TIPO RURALE';R1;0;Non presente; ;0.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;20;Abitazioni civili;OTTIMO; ;2150;2750;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;20;Abitazioni civili;NORMALE;P;1400;2050;6;10;L;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;21;Abitazioni di tipo economico;NORMALE;P;1200;1750;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;1;Ville e Villini;NORMALE;P;1750;2400;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;5;Negozi;NORMALE;P;1600;2500;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B1;VR00000437;6;Uffici;NORMALE;P;1300;1700;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'CENTRO STORICO COMPRESO TRA C.SO V.EMANUELE. VIA GARIBALDI E VIA PACE';B1;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;20;Abitazioni civili;NORMALE;P;1200;1750;4.6;5.8;L;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';B2;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;21;Abitazioni di tipo economico;NORMALE;P;1050;1500;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';B2;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;1;Ville e Villini;NORMALE;P;1500;2100;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';B2;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;5;Negozi;NORMALE;P;1250;1800;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';B2;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;B2;VR00000845;6;Uffici;NORMALE;P;1050;1450;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;B;'COMPARTI EDIFICATI A RIDOSSO DEL CENTRO STORICO E ZONE LIMITROFE';B2;20;Abitazioni civili;N;3.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;20;Abitazioni civili;NORMALE;P;1050;1500;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI. ROSEGAFERRO. VOLPARE E PIZZOLETTA';D1;20;Abitazioni civili;N;2.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;21;Abitazioni di tipo economico;NORMALE;P;880;1300;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI. ROSEGAFERRO. VOLPARE E PIZZOLETTA';D1;20;Abitazioni civili;N;2.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;1;Ville e Villini;NORMALE;P;1200;1750;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI. ROSEGAFERRO. VOLPARE E PIZZOLETTA';D1;20;Abitazioni civili;N;2.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;5;Negozi;NORMALE;P;1050;1550;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI. ROSEGAFERRO. VOLPARE E PIZZOLETTA';D1;20;Abitazioni civili;N;2.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D1;VR00000445;6;Uffici;NORMALE;P;860;1150;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A SUD DEL CAPOLUOGO: QUADERNI. ROSEGAFERRO. VOLPARE E PIZZOLETTA';D1;20;Abitazioni civili;N;2.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;20;Abitazioni civili;NORMALE;P;1200;1750;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;21;Abitazioni di tipo economico;NORMALE;P;910;1300;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;1;Ville e Villini;NORMALE;P;1500;2050;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;5;Negozi;NORMALE;P;1050;1600;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;6;Uffici;NORMALE;P;1200;1800;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;D4;VR00000448;7;Capannoni tipici;OTTIMO;P;580;850;3.4;4.2;L;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;D;'TERRITORIO A NORD DEL CAPOLUOGO: DOSSOBUONO. CALURI. CALZONI. DOSDEGA. ALPO E RIZZA';D4;20;Abitazioni civili;N;5.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;20;Abitazioni civili;NORMALE;P;870;1200;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';R1;0;Non presente; ;0.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;1;Ville e Villini;NORMALE;P;1050;1500;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';R1;0;Non presente; ;0.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;5;Negozi;NORMALE;P;860;1250;nan;nan;nan;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';R1;0;Non presente; ;0.0
5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;R1;VR00001082;7;Capannoni tipici;OTTIMO;P;485;620;2.3;3.2;L;2023_2;5023096;D6EQ;L949;VILLAFRANCA DI VERONA;R;'TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA';R1;0;Non presente; ;0.0
5023097;D6ER;M172;ZEVIO;B;B1;VR00000337;20;Abitazioni civili;NORMALE;P;1000;1500;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;B;'CAPOLUOGO. FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';B1;20;Abitazioni civili;N;2.0
5023097;D6ER;M172;ZEVIO;B;B1;VR00000337;21;Abitazioni di tipo economico;NORMALE;P;990;1400;3.9;4.7;L;2023_2;5023097;D6ER;M172;ZEVIO;B;'CAPOLUOGO. FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';B1;20;Abitazioni civili;N;2.0
5023097;D6ER;M172;ZEVIO;B;B1;VR00000337;1;Ville e Villini;NORMALE;P;1500;2050;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;B;'CAPOLUOGO. FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';B1;20;Abitazioni civili;N;2.0
5023097;D6ER;M172;ZEVIO;B;B1;VR00000337;5;Negozi;NORMALE;P;1200;1500;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;B;'CAPOLUOGO. FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';B1;20;Abitazioni civili;N;2.0
5023097;D6ER;M172;ZEVIO;B;B1;VR00000337;6;Uffici;NORMALE;P;880;1050;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;B;'CAPOLUOGO. FRAZ. SANTA MARIA E COMPARTI EDIFICATI LIMITROFI';B1;20;Abitazioni civili;N;2.0
5023097;D6ER;M172;ZEVIO;D;D1;VR00000338;20;Abitazioni civili;NORMALE;P;960;1400;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';D1;20;Abitazioni civili;N;3.0
5023097;D6ER;M172;ZEVIO;D;D1;VR00000338;1;Ville e Villini;NORMALE;P;1400;1650;0;0; ;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';D1;20;Abitazioni civili;N;3.0
5023097;D6ER;M172;ZEVIO;D;D1;VR00000338;7;Capannoni tipici;OTTIMO;P;530;620;3.3;3.9;L;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTO RESIDENZIALE IN LOC.TA` CAMPAGNOLA E ZONE EDIFICATE LIMITROFE';D1;20;Abitazioni civili;N;3.0
5023097;D6ER;M172;ZEVIO;D;D5;VR00001288;20;Abitazioni civili;NORMALE;P;800;1200;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON.BOSCO.PERZACCO. E TERRITORIO A SCARSA DENSITA` EDILIZIA';D5;20;Abitazioni civili;N;0.0
5023097;D6ER;M172;ZEVIO;D;D5;VR00001288;1;Ville e Villini;NORMALE;P;1200;1500;0;0; ;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON.BOSCO.PERZACCO. E TERRITORIO A SCARSA DENSITA` EDILIZIA';D5;20;Abitazioni civili;N;0.0
5023097;D6ER;M172;ZEVIO;D;D5;VR00001288;7;Capannoni tipici;NORMALE;P;355;410;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;D;'COMPARTI EDIFICATI  FRAZ. DI VOLON.BOSCO.PERZACCO. E TERRITORIO A SCARSA DENSITA` EDILIZIA';D5;20;Abitazioni civili;N;0.0
5023097;D6ER;M172;ZEVIO;R;R1;VR00001287;20;Abitazioni civili;NORMALE;P;800;1200;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A NORD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';R1;0;Non presente; ;0.0
5023097;D6ER;M172;ZEVIO;R;R1;VR00001287;1;Ville e Villini;NORMALE;P;1200;1500;0;0; ;2023_2;5023097;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A NORD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';R1;0;Non presente; ;0.0
5023097;D6ER;M172;ZEVIO;R;R2;VR00001289;20;Abitazioni civili;NORMALE;P;800;1200;nan;nan;nan;2023_2;5023097;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A SUD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';R2;0;Non presente; ;0.0
5023097;D6ER;M172;ZEVIO;R;R2;VR00001289;1;Ville e Villini;NORMALE;P;1200;1500;0;0; ;2023_2;5023097;D6ER;M172;ZEVIO;R;'FASCIA DEL TERRITORIO COMUNALE A SUD A SCARSA DENSITA` EDLIZIA E A PREVALENTE DESTINAZIONE RURALE';R2;0;Non presente; ;0.0
5023098;D6ES;M178;ZIMELLA;B;B1;VR00000340;20;Abitazioni civili;NORMALE;P;570;850;nan;nan;nan;2023_2;5023098;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO. BONALDO. VOLPINO E LIMITROFI';B1;20;Abitazioni civili;N;1.0
5023098;D6ES;M178;ZIMELLA;B;B1;VR00000340;1;Ville e Villini;NORMALE;P;740;1100;nan;nan;nan;2023_2;5023098;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO. BONALDO. VOLPINO E LIMITROFI';B1;20;Abitazioni civili;N;1.0
5023098;D6ES;M178;ZIMELLA;B;B1;VR00000340;5;Negozi;NORMALE;P;1000;1250;0;0; ;2023_2;5023098;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO. BONALDO. VOLPINO E LIMITROFI';B1;20;Abitazioni civili;N;1.0
5023098;D6ES;M178;ZIMELLA;B;B1;VR00000340;6;Uffici;NORMALE;P;670;870;0;0; ;2023_2;5023098;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO. BONALDO. VOLPINO E LIMITROFI';B1;20;Abitazioni civili;N;1.0
5023098;D6ES;M178;ZIMELLA;B;B1;VR00000340;7;Capannoni tipici;SCADENTE;P;300;405;0;0; ;2023_2;5023098;D6ES;M178;ZIMELLA;B;'PRINCIPALI AGGLOMERATI EDIFICATI DI  S.TO STEFANO. BONALDO. VOLPINO E LIMITROFI';B1;20;Abitazioni civili;N;1.0
5023098;D6ES;M178;ZIMELLA;E;E1;VR00001057;20;Abitazioni civili;NORMALE;P;570;850;nan;nan;nan;2023_2;5023098;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';E1;20;Abitazioni civili;N;0.0
5023098;D6ES;M178;ZIMELLA;E;E1;VR00001057;1;Ville e Villini;NORMALE;P;740;1100;nan;nan;nan;2023_2;5023098;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';E1;20;Abitazioni civili;N;0.0
5023098;D6ES;M178;ZIMELLA;E;E1;VR00001057;5;Negozi;NORMALE;P;1000;1250;0;0; ;2023_2;5023098;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';E1;20;Abitazioni civili;N;0.0
5023098;D6ES;M178;ZIMELLA;E;E1;VR00001057;6;Uffici;NORMALE;P;670;870;0;0; ;2023_2;5023098;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';E1;20;Abitazioni civili;N;0.0
5023098;D6ES;M178;ZIMELLA;E;E1;VR00001057;7;Capannoni tipici;OTTIMO;P;375;530;2;2.8;L;2023_2;5023098;D6ES;M178;ZIMELLA;E;'FRAZIONE DI ZIMELLA E COMPARTI LIMITROFI EDIFICATI';E1;20;Abitazioni civili;N;0.0
5023098;D6ES;M178;ZIMELLA;R;R1;VR00001058;7;Capannoni tipici;OTTIMO;P;375;530;2;2.8;L;2023_2;5023098;D6ES;M178;ZIMELLA;R;'TERRITORIO COMUNALE A SCARSA DENSITA` EDILIZIA E A PREVALENTE DESTINAZIONE RURALE';R1;0;Non presente; ;0.0
5023091;D6AA;L781;VERONA;B;B2;VR00000844;20;Abitazioni civili;NORMALE;P;2900;4000;9.5;13;L;2022_2;5023091;D6AA;L781;VERONA;B;'CENTRO STORICO. S.STEFANO. S.MARIA ROCCA MAGGIORE. LUNGADIGE PORTA VITTORIA';B2;20;Abitazioni civili;N;1.0
5023091;D6AA;L781;VERONA;B;B2;VR00000844;20;Abitazioni civili;OTTIMO; ;4000;5600;nan;nan;nan;2022_2;5023091;D6AA;L781;VERONA;B;'CENTRO STORICO. S.STEFANO. S.MARIA ROCCA MAGGIORE. LUNGADIGE PORTA VITTORIA';B2;20;Abitazioni civili;N;1.0
5023091;D6AA;L781;VERONA;B;B2;VR00000844;21;Abitazioni di tipo economico;NORMALE;P;2300;3300;nan;nan;nan;2022_2;5023091;D6AA;L781;VERONA;B;'CENTRO STORICO. S.STEFANO. S.MARIA ROCCA MAGGIORE. LUNGADIGE PORTA VITTORIA';B2;20;Abitazioni civili;N;1.0
5023091;D6AA;L781;VERONA;B;B2;VR00000844;5;Negozi;NORMALE;P;2700;5400;21;37;L;2022_2;5023091;D6AA;L781;VERONA;B;'CENTRO STORICO. S.STEFANO. S.MARIA ROCCA MAGGIORE. LUNGADIGE PORTA VITTORIA';B2;20;Abitazioni civili;N;1.0
5023091;D6AA;L781;VERONA;B;B2;VR00000844;6;Uffici;NORMALE;P;1950;2900;7;10.5;L;2022_2;5023091;D6AA;L781;VERONA;B;'CENTRO STORICO. S.STEFANO. S.MARIA ROCCA MAGGIORE. LUNGADIGE PORTA VITTORIA';B2;20;Abitazioni civili;N;1.0
5023091;D6AA;L781;VERONA;B;B5;VR00000839;20;Abitazioni civili;NORMALE;P;1850;2550;7.5;10.5;L;2022_2;5023091;D6AA;L781;VERONA;B;'B.GO TRENTO. PINDEMONTE. VALDONEGA';B5;20;Abitazioni civili;N;2.0
5023091;D6AA;L781;VERONA;B;B5;VR00000839;21;Abitazioni di tipo economico;NORMALE;P;1500;2000;7.5;9;L;2022_2;5023091;D6AA;L781;VERONA;B;'B.GO TRENTO. PINDEMONTE. VALDONEGA';B5;20;Abitazioni civili;N;2.0
5023091;D6AA;L781;VERONA;B;B5;VR00000839;13;Box;NORMALE;P;1600;2200;nan;nan;nan;2022_2;5023091;D6AA;L781;VERONA;B;'B.GO TRENTO. PINDEMONTE. VALDONEGA';B5;20;Abitazioni civili;N;2.0
5023091;D6AA;L781;VERONA;B;B5;VR00000839;1;Ville e Villini;NORMALE;P;2550;3800;nan;nan;nan;2022_2;5023091;D6AA;L781;VERONA;B;'B.GO TRENTO. PINDEMONTE. VALDONEGA';B5;20;Abitazioni civili;N;2.0
5023091;D6AA;L781;VERONA;B;B5;VR00000839;5;Negozi;NORMALE;P;1150;2300;9.5;19;L;2022_2;5023091;D6AA;L781;VERONA;B;'B.GO TRENTO. PINDEMONTE. VALDONEGA';B5;20;Abitazioni civili;N;2.0
